x, y, z, debugModel / entityId (filename.yas) (dlcpack), useSceneOrigin
1109.622158, -1298.420163, 66.218507, p_cs_newspaper_03x / p_cs_newspaper_03x (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.169117, -1299.866018, 66.429844, cs_antonyforemen / antonyforemen (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.078355, -1298.974218, 65.408892, p_chair24x / p_chair24x (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.508981, -1300.315041, 66.574233, mp001_mp_photo_jacksonjames_01x / mp_photo_jacksonjames_01x (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.365995, -1300.777980, 66.427414, mp_female / mp_player_f_1 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1111.186078, -1302.053681, 66.417424, mp_male / mp_player_m_4 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1110.108334, -1301.969480, 66.409892, mp_male / mp_player_m_3 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.370108, -1300.773224, 66.401682, mp_male / mp_player_m_1 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1111.192004, -1302.047423, 66.441976, mp_female / mp_player_f_4 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1109.760230, -1301.149048, 66.410654, mp_male / mp_player_m_2 (cutscene@gfh_ant_int.yas) (mp001), 4cc922
1114.605931, -1305.060979, 65.418631, p_door02x / p_door02x (cutscene@gfh_ant_int.yas) (mp001), 4cc922
-2311.909200, -2405.022815, 63.196868, mp_female / mp_player_f_2 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2312.831150, -2402.717287, 64.487260, None / exportcamera (cutscene@gfh_bon_int.yas) (mp001), null
-2312.847070, -2405.799509, 63.199927, mp_female / mp_player_f_3 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.984850, -2401.486554, 63.421797, cs_mp_bonnie / bonnie (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2327.528977, -2410.494537, 63.107720, cs_mp_hans / hans (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.989420, -2401.756036, 63.523462, w_repeater_carbine01 / w_repeater_carbine01 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.556700, -2401.745522, 63.421267, p_cs_rag01x / p_cs_rag01x (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.970730, -2401.443457, 62.795661, p_chair06x / p_chair06x (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.437320, -2403.192771, 63.852984, mp_female / mp_player_f_1 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.156850, -2407.096480, 63.154090, mp_male / mp_player_m_4 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2312.847600, -2405.805298, 63.174401, mp_male / mp_player_m_3 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.435230, -2403.188973, 63.825745, mp_male / mp_player_m_1 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2313.159730, -2407.087543, 63.179424, mp_female / mp_player_f_4 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-2311.908820, -2405.023936, 63.173825, mp_male / mp_player_m_2 (cutscene@gfh_bon_int.yas) (mp001), 4cc922
-344.685078, -367.677883, 88.004566, mp_female / mp_player_f_2 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.399355, -367.337050, 88.680584, None / exportcamera (cutscene@gfh_boy_int.yas) (mp001), null
-343.136859, -367.610688, 88.021526, mp_female / mp_player_f_3 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.889121, -370.362046, 86.035801, p_rag02x / p_rag02x (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.962279, -368.166591, 88.019762, mp_female / mp_player_f_1 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-345.336394, -367.857865, 88.006868, mp_male / mp_player_m_4 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.136958, -367.619184, 87.996110, mp_male / mp_player_m_3 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.959343, -368.166562, 87.994456, mp_male / mp_player_m_1 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-345.334181, -367.858284, 88.031907, mp_female / mp_player_f_4 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.513866, -369.396199, 88.058931, cs_mp_the_boy / the_boy (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.686057, -367.680706, 87.979389, mp_male / mp_player_m_2 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.738030, -367.400135, 88.033359, mp_female / mp_player_f_2 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.741451, -368.739118, 88.071249, None / exportcamera (cutscene@gfh_boy_int.yas) (mp001), null
-343.327535, -367.282468, 88.033624, mp_female / mp_player_f_3 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.178898, -368.556981, 88.042029, mp_female / mp_player_f_1 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.576910, -366.356818, 87.988412, mp_male / mp_player_m_4 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.330414, -367.283189, 88.008096, mp_male / mp_player_m_3 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.180763, -368.559803, 88.015435, mp_male / mp_player_m_1 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.582418, -366.363338, 88.010090, mp_female / mp_player_f_4 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-343.627523, -370.451169, 87.629281, cs_mp_the_boy / the_boy (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-344.741539, -367.394480, 88.011636, mp_male / mp_player_m_2 (cutscene@gfh_boy_int.yas) (mp001), 4cc922
-951.855821, 2175.208917, 341.608998, mp_female / mp_player_f_2 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-944.710168, 2170.343627, 341.903126, p_woodstake01x / p_woodstake01x (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-949.302240, 2174.021703, 342.212436, cs_famousgunslinger_02 / famousgunslinger_02 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-949.286327, 2171.707957, 342.660146, None / exportcamera (cutscene@gfh_flaco_int.yas) (mp001), null
-952.839496, 2175.819784, 341.567840, mp_female / mp_player_f_3 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-950.043313, 2174.035358, 341.240713, p_doorsgl01x / p_doorsgl01x (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-943.949767, 2169.929505, 341.080667, p_chair02x / p_chair02x (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-951.095485, 2174.227674, 341.839368, mp_female / mp_player_f_1 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-953.894118, 2176.364000, 341.447968, mp_male / mp_player_m_4 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-952.845877, 2175.824503, 341.540822, mp_male / mp_player_m_3 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-951.100143, 2174.236301, 341.746490, mp_male / mp_player_m_1 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-953.896795, 2176.365403, 341.476692, mp_female / mp_player_f_4 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-951.857065, 2175.210199, 341.584501, mp_male / mp_player_m_2 (cutscene@gfh_flaco_int.yas) (mp001), 4cc922
-5527.511628, -2932.374147, -1.348094, mp_female / mp_player_f_2 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5527.760001, -2925.563043, -1.554347, cs_mp_sherifffreeman / sherifffreeman (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5531.089902, -2930.737550, -2.362838, p_windsorchair03x / p_windsorchair03x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5532.491211, -2927.787891, -2.371000, p_sawbucktable01x / p_sawbucktable01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5532.481226, -2927.425879, -1.570254, p_boiler02x / p_boiler02x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5531.000000, -2930.200000, -2.400000, p_cigarette_cs02x / p_cigarette_cs02x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.760258, -2926.184543, -1.186033, None / exportcamera (cutscene@gfh_fre_int.yas) (mp001), null
-5527.306749, -2933.230804, -1.357981, mp_female / mp_player_f_3 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5530.348506, -2930.352133, -1.568740, p_cs_book03x / p_cs_book03x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5535.109437, -2934.767779, -2.196873, p_journal_open01x / p_journal_open01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5527.979631, -2924.820873, -1.617974, p_cs_pillow01x / p_cs_pillow01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5531.000000, -2930.200000, -2.400000, p_ashtray01x / p_ashtray01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5530.065125, -2930.555057, -1.575577, p_pen01x / p_pen01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5529.463867, -2926.236133, -1.335140, p_cs_lockjail01x / p_cs_lockjail01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.110650, -2931.150532, -1.350579, mp_female / mp_player_f_1 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5529.913086, -2925.074023, -2.360119, p_door_val_jail_cell01x / p_door_val_jail_cell01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5526.742128, -2934.052121, -1.405623, mp_male / mp_player_m_4 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5527.300088, -2933.240574, -1.382503, mp_male / mp_player_m_3 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.101552, -2931.154296, -1.376219, mp_male / mp_player_m_1 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5526.744624, -2934.043555, -1.409612, mp_female / mp_player_f_4 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5527.509345, -2932.376053, -1.371021, mp_male / mp_player_m_2 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5532.244141, -2928.564258, -2.366824, p_chair05x / p_chair05x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5530.521490, -2929.963845, -1.576304, p_mugcoffee01x / p_mugcoffee01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5527.676758, -2930.497852, -2.366221, p_door11x / p_door11x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.767370, -2927.874889, -1.374332, mp_female / mp_player_f_2 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5530.042265, -2926.758862, -1.377709, cs_mp_sherifffreeman / sherifffreeman (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5532.500846, -2927.528080, -1.568823, p_boiler02x / p_boiler02x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5531.428102, -2926.604083, -0.775835, None / exportcamera (cutscene@gfh_fre_int.yas) (mp001), null
-5529.637967, -2929.074085, -1.351233, mp_female / mp_player_f_3 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5531.998635, -2929.538458, -1.615195, p_cs_book03x / p_cs_book03x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5530.066114, -2930.544635, -1.573277, p_pen01x / p_pen01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5529.746625, -2927.621335, -1.347711, mp_female / mp_player_f_1 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.795039, -2928.713511, -1.364440, mp_male / mp_player_m_4 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5529.631273, -2929.071270, -1.376601, mp_male / mp_player_m_3 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5529.746612, -2927.624896, -1.370468, mp_male / mp_player_m_1 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.796264, -2928.711168, -1.372057, mp_female / mp_player_f_4 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5528.781386, -2927.916090, -1.392061, mp_male / mp_player_m_2 (cutscene@gfh_fre_int.yas) (mp001), 4cc922
-5532.339215, -2927.709530, -1.573000, p_mugcoffee01x / p_mugcoffee01x (cutscene@gfh_fre_int.yas) (mp001), 4cc922
1695.523840, 1508.503497, 147.894455, mp_female / mp_player_f_2 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1700.028310, 1509.086160, 148.364876, None / exportcamera (cutscene@gfh_ham_int.yas) (mp001), null
1694.645023, 1508.312373, 147.423973, mp_female / mp_player_f_3 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1698.279768, 1510.829700, 147.569333, p_cs_prostheticleg_01x / p_cs_prostheticleg_01x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1724.350000, 1555.721000, 139.208620, p_chairrustic05x / p_chairrustic05x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1697.496101, 1508.235450, 146.888050, p_door41x / p_door41x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.391412, 1510.731685, 147.272738, p_cs_rag01x / p_cs_rag01x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1698.691646, 1511.525424, 146.868273, p_chair17x / p_chair17x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1697.002575, 1508.858920, 147.868793, mp_female / mp_player_f_1 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1693.806861, 1508.090186, 146.848772, mp_male / mp_player_m_4 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1694.638229, 1508.310920, 147.397187, mp_male / mp_player_m_3 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.999647, 1508.853000, 147.843809, mp_male / mp_player_m_1 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1693.805471, 1508.091815, 146.875403, mp_female / mp_player_f_4 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1695.517410, 1508.504310, 147.868393, mp_male / mp_player_m_2 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1698.695396, 1511.514050, 147.454904, cs_warvet / warvet (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.259056, 1509.797060, 147.888630, mp_female / mp_player_f_2 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1694.247097, 1512.080737, 148.458077, None / exportcamera (cutscene@gfh_ham_int.yas) (mp001), null
1696.219064, 1508.049873, 147.823817, mp_female / mp_player_f_3 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1698.537616, 1511.190097, 51.686530, p_cs_prostheticleg_01x / p_cs_prostheticleg_01x (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1695.320333, 1510.120204, 147.878683, mp_female / mp_player_f_1 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.365282, 1509.055953, 147.855888, mp_male / mp_player_m_4 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.214860, 1508.049217, 147.798427, mp_male / mp_player_m_3 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1695.323831, 1510.114764, 147.853448, mp_male / mp_player_m_1 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.367670, 1509.055896, 147.880958, mp_female / mp_player_f_4 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1696.259400, 1509.796935, 147.863528, mp_male / mp_player_m_2 (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1695.459314, 1511.283300, 147.841104, cs_warvet / warvet (cutscene@gfh_ham_int.yas) (mp001), 4cc922
1887.320930, 294.590031, 77.053976, mp_female / mp_player_f_2 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.058289, 303.581815, 76.675436, cs_joe / joe (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.633599, 300.559527, 77.513918, None / exportcamera (cutscene@gfh_joe_int.yas) (mp001), null
1887.611257, 295.541081, 77.081207, mp_female / mp_player_f_3 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.017829, 303.095501, 76.877674, w_shotgun_sawed01 / w_shotgun_sawed01 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.156231, 297.959161, 76.076204, p_doorsgl02x / p_doorsgl02x (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.133625, 303.369213, 77.188393, p_cigarette01x / p_cigarette01x (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.095009, 303.063926, 76.934782, p_cs_rag01x / p_cs_rag01x (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.152069, 302.988848, 76.852536, p_cigarette01x / p_cigarette01x^1 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1888.099020, 303.683152, 76.053430, p_chair06x / p_chair06x (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.387369, 296.616929, 77.075085, mp_female / mp_player_f_1 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.577487, 293.582982, 77.054310, mp_male / mp_player_m_4 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.612098, 295.541091, 77.053917, mp_male / mp_player_m_3 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.390055, 296.615692, 77.056665, mp_male / mp_player_m_1 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
1887.578245, 293.578865, 77.082100, mp_female / mp_player_f_4 (cutscene@gfh_joe_int.yas) (mp001), 4cc922
