x, y, z, debugModel / entityId (filename.yas), useSceneOrigin
-5527.333274, -2935.159865, -2.749059, s_ropehogtiehands01x / rope_hands (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.334077, -2927.683976, 0.083434, None / camera (script@proc@jailcells@tumbleweed_john.yas), null
-5527.632636, -2944.396537, -1.592813, s_m_m_ambientlawrural_01 / deputy (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.660491, -2925.236690, -1.637064, player_three / arthur (script@proc@jailcells@tumbleweed_john.yas), 4cc922
-5527.660713, -2925.237361, -1.636564, player_three / arthur (script@proc@jailcells@tumbleweed_john.yas), 4cc922
-5527.672419, -2930.497516, -2.347397, p_door11x / door (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.676591, -2930.499458, -2.366177, p_door11x / door (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.753960, -2925.279221, -1.358616, cs_genstorymale / bounty (script@proc@bountyhunting@jail_dropoffs@dropoff_tumbleweed.yas), 4cc922
-5527.791108, -2944.427797, -0.708358, s_ropehogtiehands01x / rope_hands (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.818018, -2925.380841, -1.666565, player_three / arthur (script@proc@jailcells@tumbleweed_john.yas), 4cc922
-5527.830208, -2944.301059, -0.883681, g_m_m_unibanditos_01 / criminal (script@beat@town@banditoexecution@execute.yas), 4cc922
-5527.857899, -2943.936443, -1.746437, s_ropehogtielegs01x / rope_legs (script@beat@town@banditoexecution@execute.yas), 4cc922
-5526.386236, -2935.038385, -2.786156, s_ropehogtielegs01x / rope_legs (script@beat@town@banditoexecution@execute.yas), 4cc922
-5526.386236, -2935.038386, -2.786156, s_ropehogtielegs01x / rope_legs (script@beat@town@banditoexecution@execute.yas), 4cc922
-5526.521967, -2934.850407, -2.802059, s_ropehogtielegs01x / rope_legs (script@beat@town@banditoexecution@execute.yas), 4cc922
-5526.559078, -2934.831987, -2.810400, s_ropehogtielegs01x / rope_legs (script@beat@town@banditoexecution@execute.yas), 4cc922
-5521.169302, -2973.310791, -0.777165, player_three / john_marston (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5521.169302, -2973.310791, -0.777165, player_zero / arthur (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5520.730334, -2972.429303, -0.119577, None / camera (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), null
-5517.009749, -2929.978966, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_6@ig6.yas), 4cc922
-5517.076406, -2972.465528, -1.784353, p_door32x / door (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5517.138459, -2972.493328, -1.781281, p_door32x / door (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5517.286744, -2973.274404, -0.777081, player_three / john_marston (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5517.286744, -2973.274404, -0.777081, player_zero / arthur (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5516.848641, -2929.791830, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_2@ig2.yas), 4cc922
-5516.848641, -2929.791830, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_5@ig5.yas), 4cc922
-5516.848641, -2929.791830, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_6@ig6.yas), 4cc922
-5516.848646, -2929.791829, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_3@ig_3.yas), 4cc922
-5516.855451, -2929.915333, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_1@ig_1.yas), 4cc922
-5516.855451, -2929.915333, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_2@ig2.yas), 4cc922
-5516.855451, -2929.915333, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_4@ig_4.yas), 4cc922
-5516.855451, -2929.915333, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_5@ig5.yas), 4cc922
-5516.855451, -2929.915333, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_6@ig6.yas), 4cc922
-5516.855456, -2929.915332, -1.962669, cs_sherifffreeman / ig_sherifffreeman (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_3@ig_3.yas), 4cc922
-5516.880000, -2929.990000, -2.970000, player_zero / player_zero (script@specialped@pdsot_tumbleweed_sheriff@ig@ig_2@ig2_arthur.yas), c92222
-5515.096525, -2911.803548, 1.649998, player_three / john (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.096525, -2911.803549, 1.649998, player_zero / arthur (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.134472, -2911.768727, 1.649998, player_three / john (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.134472, -2911.768727, 1.649998, player_zero / arthur (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.152102, -2911.820178, 1.649998, player_three / john (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.152102, -2911.820178, 1.649998, player_zero / arthur (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5515.654898, -2914.385865, 1.649998, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.123072, -2913.950958, 1.649998, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.137402, -2969.794092, -0.781610, cs_genstoryfemale / female (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5514.350736, -2914.312517, 1.606782, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5514.417726, -2973.177721, -1.204384, None / camera (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), null
-5514.466229, -2914.066092, 1.594210, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5514.499037, -2913.726483, 1.649998, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.583160, -2913.679892, 1.649998, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01 (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.721225, -2972.555562, -0.285865, None / camera (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), null
-5514.732594, -2912.347005, 1.626016, player_three / john (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5514.732594, -2912.347005, 1.626016, player_zero / arthur (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5514.776040, -2912.308894, 1.649998, player_three / john (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.776040, -2912.308894, 1.649998, player_zero / arthur (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5514.981453, -2913.196619, 0.655564, s_door_gunslinger01x / s_door_gunslinger01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5514.994219, -2913.165857, 0.650506, p_doorsldprtn01x / p_doorsldprtn01x (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5513.173575, -2972.123577, -0.777096, player_three / john_marston (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.173575, -2972.123577, -0.777096, player_zero / arthur (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.173575, -2972.123577, -0.777112, player_three / john_marston (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.173575, -2972.123577, -0.777112, player_zero / arthur (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.173575, -2972.123577, -0.777165, player_three / john_marston (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.173575, -2972.123577, -0.777165, player_zero / arthur (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.228581, -2973.373160, -1.093658, None / camera (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), null
-5513.285426, -2970.079965, -1.784312, p_door32x / service_door (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.286368, -2970.081251, -1.784353, p_door32x / service_door (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5513.474525, -2971.457985, -0.781610, cs_genstoryfemale / female (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), 4cc922
-5512.117312, -2913.819033, 0.840878, p_chair26x / p_chair26x (0x0EFD5A27.yas), 4cc922
-5512.117312, -2913.819033, 0.840878, p_chair26x / p_chair26x^1 (0x0EFD5A27.yas), 4cc922
-5511.018201, -2912.689228, 1.275274, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.018229, -2912.689144, 1.275061, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.023738, -2913.362236, 1.494756, p_crd_chipred01x / p_crd_chipred01x^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.023874, -2913.361413, 1.489157, p_crd_chipgreen01x / p_crd_chipgreen01x^2 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.041352, -2912.632064, 0.627042, p_chair11x / p_chair11x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.435037, -2916.535260, 1.649998, cs_famousgunslinger_04 / famousgunslinger_04 (script@rcm@gun4@stage_01@ig@ig_takephoto@ig_takephoto.yas), 4cc922
-5511.522408, -2916.645669, 1.638161, cs_famousgunslinger_04 / famousgunslinger_04 (script@rcm@gun4@stage_01@ig@ig_takephoto@ig_takephoto.yas), 4cc922
-5511.671244, -2913.642595, 0.653558, p_chair26x / p_chair26x (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5511.671373, -2913.642375, 0.653645, p_chair26x / p_chair26x (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5511.671446, -2913.642416, 0.654002, p_chair26x / p_chair26x (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5511.671486, -2913.642291, 0.653732, p_chair26x / p_chair26x (script@rcm@gun4@stage_01@ig@ig1_entryrefused.yas), 4cc922
-5511.725738, -2913.876422, 0.639104, p_chair26x / p_chair26x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5511.998114, -2972.525734, -0.523190, None / camera (script@mini_game@bathing@bathing_intro_outro_tumbleweed.yas), null
-5510.006476, -2913.766717, 1.445640, p_crd_2_c01x / p_crd_2_c01x^2 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.012374, -2913.837949, 1.445786, p_crd_2_c01x / p_crd_2_c01x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.019962, -2913.911015, 1.448518, p_crd_2_c01x / p_crd_2_c01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.092029, -2913.331954, 1.448444, p_crd_2_c01x / p_crd_2_c01x^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.148961, -2913.290845, 1.448444, p_crd_2_c01x / p_crd_2_c01x^4 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.268126, -2913.194284, 1.493038, p_crd_chipred01x / p_crd_chipred01x^4 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.295178, -2913.154924, 1.443896, p_crd_chips999x / p_crd_chips999x^2 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.295807, -2913.153635, 1.491600, p_crd_chipblue01x / p_crd_chipblue01x^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.308160, -2914.583869, 1.486223, p_crd_chipblue01x / p_crd_chipblue01x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.308232, -2914.583715, 1.491504, p_crd_chipgreen01x / p_crd_chipgreen01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.323216, -2913.113863, 1.490261, p_crd_chipgreen01x / p_crd_chipgreen01x^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.324196, -2914.536354, 1.487612, p_crd_chipred01x / p_crd_chipred01x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.324279, -2914.536175, 1.493265, p_crd_chipblue01x / p_crd_chipblue01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.324369, -2914.535410, 1.439641, p_crd_chips999x / p_crd_chips999x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.339451, -2914.490451, 1.489079, p_crd_chipgreen01x / p_crd_chipgreen01x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.339511, -2914.490286, 1.494581, p_crd_chipred01x / p_crd_chipred01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.380975, -2913.730280, 0.643204, s_tablepoker01x / s_tablepoker01x (0x0EFD5A27.yas), 4cc922
-5510.387570, -2913.771627, 1.448443, p_pokerchipavarage03x / p_pokerchipavarage03x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.394539, -2913.763514, 0.644352, s_tablepoker01x / s_tablepoker01x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.418454, -2913.633717, 1.201477, s_tablepoker01x / s_tablepoker01x (0x0EFD5A27.yas), 4cc922
-5510.564398, -2914.359723, 1.445206, p_crd_2_c01x / p_crd_2_c01x^8 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.593229, -2914.229190, 1.448444, p_crd_2_c01x / p_crd_2_c01x^7 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.624575, -2913.332953, 1.448444, p_crd_2_c01x / p_crd_2_c01x^5 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.691398, -2913.368189, 1.448444, p_crd_2_c01x / p_crd_2_c01x^6 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.814835, -2914.957882, 0.635420, p_chair11x / p_chair11x (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.829950, -2914.888811, 1.270312, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.829978, -2914.888836, 1.270342, rcsp_gunslingerduel4_males_01 / rcsp_gunslingerduel4_males_01^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.925624, -2913.360062, 1.492045, p_crd_chipblue01x / p_crd_chipblue01x^4 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5510.973554, -2913.360946, 1.442979, p_crd_chips999x / p_crd_chips999x^3 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.117799, -2913.796793, 0.638199, p_chair26x / p_chair26x^1 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.139560, -2913.815242, 1.292962, cs_famousgunslinger_04 / famousgunslinger_04 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.239673, -2913.807218, 1.625428, cs_famousgunslinger_04 / famousgunslinger_04 (0x0EFD5A27.yas), 4cc922
-5509.672267, -2914.802424, 0.640681, p_chair26x / p_chair26x^2 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.747029, -2913.510509, 1.490300, p_crd_chipred01x / p_crd_chipred01x^2 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.768039, -2914.065067, 1.445690, p_cardssplit01x_gk / p_cardssplit01x_gk (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.768187, -2914.064531, 1.466249, p_crd_2_c01x / p_crd_2_c01x^10 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
-5509.787558, -2913.538838, 1.491640, p_crd_chipgreen01x / p_crd_chipgreen01x^4 (script@rcm@gun4@stage_01@leadin@int@leadin.yas), 4cc922
