x, y, z, debugModel / entityId (filename.yas), useSceneOrigin
-1606.624698, -1425.183075, 81.491620, cs_jackmarston_teen / jack (script@vignette@beecher@jack_1@idles.yas) (PS4), 4cc922
-1606.784000, -1425.441010, 81.565788, cs_jackmarston_teen / jack (script@vignette@beecher@jack_1@exit_stand.yas) (PS4), 4cc922
-1605.656187, -1423.425087, 82.174694, p_c_horse_01 / horse (script@vignette@beecher@jack_1@exit_walk.yas) (PS4), 4cc922
-1605.656187, -1423.425107, 82.174694, p_c_horse_01 / horse (script@vignette@beecher@jack_1@idles.yas) (PS4), 4cc922
-1605.937765, -1423.882040, 81.878276, p_c_horse_01 / horse (script@vignette@beecher@jack_1@exit_stand.yas) (PS4), 4cc922
-1602.539967, -1416.378621, 81.975740, p_c_horse_01 / horse (script@vignette@beecher@charles_4@exit.yas) (PS4), 4cc922
-1602.539967, -1416.378621, 81.975740, p_c_horse_01 / horse (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1602.540067, -1416.378821, 81.975740, p_c_horse_01 / horse (script@vignette@beecher@charles_4@action.yas) (PS4), 4cc922
-1601.302198, -1415.243241, 81.917390, p_hoofknife01x / knife (script@vignette@beecher@charles_4@exit.yas) (PS4), 4cc922
-1601.302198, -1415.243241, 81.917390, p_hoofknife01x / knife (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.302298, -1415.243441, 81.917390, p_hoofknife01x / knife (script@vignette@beecher@charles_4@action.yas) (PS4), 4cc922
-1601.347980, -1415.339700, 81.709491, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.348126, -1415.339661, 81.709336, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@exit.yas) (PS4), 4cc922
-1601.348126, -1415.339701, 81.709381, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.348126, -1415.339701, 81.709434, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.348231, -1415.339846, 81.709494, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@action.yas) (PS4), 4cc922
-1601.352138, -1415.368822, 81.927941, p_hoofknife01x / knife (script@vignette@beecher@charles_4@base.yas) (PS4), 4cc922
-1601.422537, -1415.381922, 81.839119, p_horseshoe01x / horseshoe (script@vignette@beecher@charles_4@base.yas) (PS4), 4cc922
-1601.534499, -1415.764535, 81.879817, cs_charlessmith / charles (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.534499, -1415.764535, 81.879843, cs_charlessmith / charles (script@vignette@beecher@charles_4@exit.yas) (PS4), 4cc922
-1601.534499, -1415.764535, 81.879843, cs_charlessmith / charles (script@vignette@beecher@charles_4@idles.yas) (PS4), 4cc922
-1601.534599, -1415.764735, 81.879843, cs_charlessmith / charles (script@vignette@beecher@charles_4@action.yas) (PS4), 4cc922
-1601.689818, -1415.647727, 81.955896, cs_charlessmith / charles (script@vignette@beecher@charles_4@base.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_a_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_a_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_a_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_a_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_b_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_b_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_b_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@action_b_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_a_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_a_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_a_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_a_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_b_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_b_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_b_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@action_b_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_a_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_a_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_a_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_a_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_b_back.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_b_front.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_b_left.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@action_b_right.yas) (PS4), 4cc922
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_a_back.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_a_front.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_a_left.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_a_right.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_b_back.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_b_front.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_b_left.yas) (PS4), c92222
-1595.798100, -1412.840700, 80.935970, player_three / john (script@vignette@beecher@uncle_5@action_b_right.yas) (PS4), c92222
-1594.648105, -1418.176898, 81.763219, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@base.yas) (PS4), 4cc922
-1594.648105, -1418.176898, 81.763219, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@exit.yas) (PS4), 4cc922
-1594.648105, -1418.176898, 81.763219, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@idle_a.yas) (PS4), 4cc922
-1594.648105, -1418.176898, 81.763219, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@idle_b.yas) (PS4), 4cc922
-1594.648105, -1418.176898, 81.763219, p_c_horse_01 / horse (script@vignette@beecher@uncle_5@idle_c.yas) (PS4), 4cc922
-1593.346425, -1417.165063, 81.552065, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@base.yas) (PS4), 4cc922
-1593.362734, -1417.217582, 81.671651, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@exit.yas) (PS4), 4cc922
-1593.405268, -1417.187186, 81.619752, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@idle_b.yas) (PS4), 4cc922
-1593.411665, -1417.197982, 81.637383, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@idle_a.yas) (PS4), 4cc922
-1593.431753, -1417.198613, 81.623789, p_hoofknife01x / hoofknife (script@vignette@beecher@uncle_5@idle_c.yas) (PS4), 4cc922
-1593.449951, -1417.139667, 81.478536, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@idle_b.yas) (PS4), 4cc922
-1593.463169, -1417.143192, 81.493307, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@exit.yas) (PS4), 4cc922
-1593.463233, -1417.143217, 81.493345, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@idle_c.yas) (PS4), 4cc922
-1593.463247, -1417.143172, 81.493300, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@base.yas) (PS4), 4cc922
-1593.463257, -1417.143198, 81.493319, p_horseshoe01x / horseshoe (script@vignette@beecher@uncle_5@idle_a.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_a_back.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_a_front.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_a_left.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_a_right.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_b_back.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_b_front.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_b_left.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@action_b_right.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@base.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@idle_a.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@idle_b.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713186, cs_uncle / uncle (script@vignette@beecher@uncle_5@idle_c.yas) (PS4), 4cc922
-1593.797856, -1417.445799, 81.713202, cs_uncle / uncle (script@vignette@beecher@uncle_5@exit.yas) (PS4), 4cc922
-1587.194000, -1407.788000, 80.698010, player_three / john (script@vignette@beecher@jack_2@action_a_left.yas) (PS4), c92222
-1587.194000, -1407.788000, 80.698010, player_three / john (script@vignette@beecher@jack_2@action_a_right.yas) (PS4), c92222
-1587.194000, -1407.788000, 80.698010, player_three / john (script@vignette@beecher@jack_2@action_b_left.yas) (PS4), c92222
-1587.194000, -1407.788000, 80.698010, player_three / john (script@vignette@beecher@jack_2@action_b_right.yas) (PS4), c92222
-1587.194000, -1407.788000, 80.698010, player_three / john (script@vignette@beecher@jack_2@exit_stand.yas) (PS4), null
-1583.278689, -1424.136450, 81.348143, cs_uncle / uncle (script@vignette@beecher@uncle_3@exit.yas) (PS4), 4cc922
-1583.292175, -1424.136368, 81.343171, cs_uncle / uncle (script@vignette@beecher@uncle_3@action.yas) (PS4), 4cc922
-1583.338132, -1424.185307, 81.344291, cs_uncle / uncle (script@vignette@beecher@uncle_3@base.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.263238, p_basket06x / basket (script@vignette@beecher@jack_2@base.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.263238, p_basket06x / basket (script@vignette@beecher@jack_2@idles.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@action_a_left.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@action_a_right.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@action_b_left.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@action_b_right.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@exit_stand.yas) (PS4), 4cc922
-1583.357935, -1403.982443, 80.264188, p_basket06x / basket (script@vignette@beecher@jack_2@exit_walk.yas) (PS4), 4cc922
-1583.365416, -1404.405113, 81.126796, p_basket06x / basket (script@vignette@beecher@abigail_3@action_a_right.yas) (PS4), 4cc922
-1583.365416, -1404.405113, 81.126796, p_basket06x / basket (script@vignette@beecher@abigail_3@action_b_left.yas) (PS4), 4cc922
-1583.365416, -1404.405113, 81.126797, p_basket06x / basket (script@vignette@beecher@abigail_3@action_a_left.yas) (PS4), 4cc922
-1583.365416, -1404.405172, 81.126824, p_basket06x / basket (script@vignette@beecher@abigail_3@action_b_right.yas) (PS4), 4cc922
-1583.439842, -1424.658379, 81.613276, p_cs_horseswitch01x / switch (script@vignette@beecher@uncle_3@exit.yas) (PS4), 4cc922
-1583.449236, -1424.369659, 81.335239, cs_uncle / uncle (script@vignette@beecher@uncle_3@idle_a.yas) (PS4), 4cc922
-1583.488025, -1405.070172, 69.171041, p_egg01x / egg (script@vignette@beecher@abigail_3@action_a_left.yas) (PS4), 4cc922
-1583.488025, -1405.070172, 69.171041, p_egg01x / egg (script@vignette@beecher@abigail_3@action_a_right.yas) (PS4), 4cc922
-1583.488025, -1405.070172, 69.171041, p_egg01x / egg (script@vignette@beecher@abigail_3@action_b_left.yas) (PS4), 4cc922
-1583.488025, -1405.070172, 69.171041, p_egg01x / egg (script@vignette@beecher@abigail_3@action_b_right.yas) (PS4), 4cc922
-1583.503131, -1404.406134, 81.103828, p_basket06x / basket (script@vignette@beecher@abigail_3@base.yas) (PS4), 4cc922
-1583.610545, -1424.770059, 81.631321, p_cs_horseswitch01x / switch (script@vignette@beecher@uncle_3@base.yas) (PS4), 4cc922
-1583.627990, -1427.493143, 81.687859, p_c_horse_01 / horse (script@vignette@beecher@uncle_3@exit.yas) (PS4), 4cc922
-1583.627990, -1427.493143, 81.687859, p_c_horse_01 / horse (script@vignette@beecher@uncle_3@idle_a.yas) (PS4), 4cc922
-1583.638852, -1405.004123, 80.833787, p_egg01x / egg (script@vignette@beecher@jack_2@action_a_left.yas) (PS4), 4cc922
-1583.638852, -1405.004123, 80.833788, p_egg01x / egg (script@vignette@beecher@jack_2@exit_stand.yas) (PS4), 4cc922
-1583.682051, -1427.488086, 81.686481, p_c_horse_01 / horse (script@vignette@beecher@uncle_3@base.yas) (PS4), 4cc922
-1583.689167, -1404.149805, 81.276448, cs_abigailroberts / abigail (script@vignette@beecher@abigail_3@action_a_left.yas) (PS4), 4cc922
-1583.689167, -1404.149805, 81.276448, cs_abigailroberts / abigail (script@vignette@beecher@abigail_3@action_a_right.yas) (PS4), 4cc922
-1583.689167, -1404.149805, 81.276448, cs_abigailroberts / abigail (script@vignette@beecher@abigail_3@action_b_left.yas) (PS4), 4cc922
-1583.689167, -1404.149805, 81.276448, cs_abigailroberts / abigail (script@vignette@beecher@abigail_3@action_b_right.yas) (PS4), 4cc922
-1583.701920, -1404.934313, 80.758813, p_egg01x / egg (script@vignette@beecher@jack_2@action_a_right.yas) (PS4), 4cc922
-1583.701920, -1404.934313, 80.758813, p_egg01x / egg (script@vignette@beecher@jack_2@action_b_left.yas) (PS4), 4cc922
-1583.701920, -1404.934313, 80.758813, p_egg01x / egg (script@vignette@beecher@jack_2@action_b_right.yas) (PS4), 4cc922
-1583.701920, -1404.934313, 80.758813, p_egg01x / egg (script@vignette@beecher@jack_2@base.yas) (PS4), 4cc922
-1583.701920, -1404.934313, 80.758813, p_egg01x / egg (script@vignette@beecher@jack_2@idles.yas) (PS4), 4cc922
-1583.784966, -1404.228971, 81.049006, cs_jackmarston_teen / jack (script@vignette@beecher@jack_2@action_a_left.yas) (PS4), 4cc922
-1583.784966, -1404.228971, 81.049006, cs_jackmarston_teen / jack (script@vignette@beecher@jack_2@action_a_right.yas) (PS4), 4cc922
-1583.784966, -1404.228971, 81.049006, cs_jackmarston_teen / jack (script@vignette@beecher@jack_2@action_b_left.yas) (PS4), 4cc922
-1583.784966, -1404.228971, 81.049006, cs_jackmarston_teen / jack (script@vignette@beecher@jack_2@action_b_right.yas) (PS4), 4cc922
-1583.784966, -1404.228971, 81.049006, cs_jackmarston_teen / jack (script@vignette@beecher@jack_2@base.yas) (PS4), 4cc922
